date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:05:15	59125/59125	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e6f5-626b3066fee47%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/common/logo.svg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/common/logo.svg	(from https://cellinteractive.jp/)
17:05:15	79357/79357	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:15%20GMT	https://cellinteractive.jp/service/	D:/Figma/copy%20this%20site/cellinteractive.jp/service/index.html	(from https://cellinteractive.jp/)
17:05:15	65559/65559	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:15%20GMT	https://cellinteractive.jp/team/	D:/Figma/copy%20this%20site/cellinteractive.jp/team/index.html	(from https://cellinteractive.jp/)
17:05:15	20223/20223	---M--	200	added ('OK')	image/png	etag:%224eff-626b30666c692%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/common/logo_nav.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/common/logo_nav.png	(from https://cellinteractive.jp/)
17:05:16	56162/56162	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:15%20GMT	https://cellinteractive.jp/company/	D:/Figma/copy%20this%20site/cellinteractive.jp/company/index.html	(from https://cellinteractive.jp/)
17:05:16	56223/56223	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:16%20GMT	https://cellinteractive.jp/topics/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/index.html	(from https://cellinteractive.jp/)
17:05:16	999/999	---M--	200	added ('OK')	image/svg+xml	etag:%223e7-626b30636026a%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/icon_metaball.svg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/icon_metaball.svg	(from https://cellinteractive.jp/)
17:05:16	79614/79614	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:16%20GMT	https://cellinteractive.jp/projects/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/index.html	(from https://cellinteractive.jp/)
17:05:17	47928/47928	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:16%20GMT	https://cellinteractive.jp/talk-with-us/	D:/Figma/copy%20this%20site/cellinteractive.jp/talk-with-us/index.html	(from https://cellinteractive.jp/)
17:05:17	1191/1191	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224a7-626b306312070%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/icon_light.svg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/icon_light.svg	(from https://cellinteractive.jp/)
17:05:17	22516/22516	---M--	200	added ('OK')	image/jpeg	etag:%2257f4-626b306382548%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/top_aboutus_img_01.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/top_aboutus_img_01.jpg	(from https://cellinteractive.jp/)
17:05:17	29412/29412	---M--	200	added ('OK')	image/jpeg	etag:%2272e4-626b30638d127%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/top_aboutus_img_02.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/top_aboutus_img_02.jpg	(from https://cellinteractive.jp/)
17:05:17	80708/80708	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:17%20GMT	https://cellinteractive.jp/about-us/	D:/Figma/copy%20this%20site/cellinteractive.jp/about-us/index.html	(from https://cellinteractive.jp/)
17:05:17	13897/13897	---M--	200	added ('OK')	image/jpeg	etag:%223649-626b306390fa6%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/top_aboutus_img_03.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/top_aboutus_img_03.jpg	(from https://cellinteractive.jp/)
17:05:18	392125/392125	---M--	200	added ('OK')	image/jpeg	etag:%225fbbd-61efe68bab0db%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/yachiyo_poultry_screenshot-2-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/yachiyo_poultry_screenshot-2-scaled.jpg	(from https://cellinteractive.jp/)
17:05:19	304291/304291	---M--	200	added ('OK')	image/jpeg	etag:%224a4a3-61efd19fea2ce%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/yachiyo_poultry_sp_screenshot-2-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/yachiyo_poultry_sp_screenshot-2-scaled.jpg	(from https://cellinteractive.jp/)
17:05:19	249935/249935	---M--	200	added ('OK')	image/jpeg	etag:%223d04f-61eebc5eff63b%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_sp_screenshot-1-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_sp_screenshot-1-scaled.jpg	(from https://cellinteractive.jp/)
17:05:19	312180/312180	---M--	200	added ('OK')	image/jpeg	etag:%224c374-61eebc59b7da2%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_screenshot-1-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_screenshot-1-scaled.jpg	(from https://cellinteractive.jp/)
17:05:19	153756/153756	---M--	200	added ('OK')	image/jpeg	etag:%222589c-61eb17f1a257f%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_sp_screenshot-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_sp_screenshot-scaled.jpg	(from https://cellinteractive.jp/)
17:05:19	79227/79227	---M--	200	added ('OK')	image/jpeg	etag:%221357b-61ee7588aaa75%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_image_1-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_image_1-scaled.jpg	(from https://cellinteractive.jp/)
17:05:19	301618/301618	---M--	200	added ('OK')	image/jpeg	etag:%2249a32-61eb17ec34b86%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_screenshot-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_screenshot-scaled.jpg	(from https://cellinteractive.jp/)
17:05:20	281241/281241	---M--	200	added ('OK')	image/jpeg	etag:%2244a99-61ee758d07d25%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_image_2-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_image_2-scaled.jpg	(from https://cellinteractive.jp/)
17:05:20	209091/209091	---M--	200	added ('OK')	image/jpeg	etag:%22330c3-61f009fd21a0d%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_sp_screenshot-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_sp_screenshot-scaled.jpg	(from https://cellinteractive.jp/)
17:05:20	367871/367871	---M--	200	added ('OK')	image/jpeg	etag:%2259cff-61f009f7cb70c%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_screenshot-scaled.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_screenshot-scaled.jpg	(from https://cellinteractive.jp/)
17:05:20	65090/65090	---M--	200	added ('OK')	image/jpeg	etag:%22fe42-61ee83089db2e%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/yachiyo_poultry_thumbnail-1024x683.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/yachiyo_poultry_thumbnail-1024x683.jpg	(from https://cellinteractive.jp/)
17:05:20	52830/52830	---M--	200	added ('OK')	image/jpeg	etag:%22ce5e-61ee82fc90ca2%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_thumbnail-1024x683.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/growin_partners_thumbnail-1024x683.jpg	(from https://cellinteractive.jp/)
17:05:21	55838/55838	---M--	200	added ('OK')	image/jpeg	etag:%22da1e-61ee8305d7bff%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_thumbnail-1024x683.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/nagoya_tv_thumbnail-1024x683.jpg	(from https://cellinteractive.jp/)
17:05:21	44368/44368	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:21%20GMT	https://cellinteractive.jp/projects/125/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/125/index.html	(from https://cellinteractive.jp/)
17:05:21	43190/43190	---M--	200	added ('OK')	image/jpeg	etag:%22a8b6-61ee830333fae%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_thumbnail-1024x683.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/my_arita_thumbnail-1024x683.jpg	(from https://cellinteractive.jp/)
17:05:21	50229/50229	---M--	200	added ('OK')	image/jpeg	etag:%22c435-61f00a005dbd3%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_thumbnail-1024x683.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/08/konica_minolta_planetarium_thumbnail-1024x683.jpg	(from https://cellinteractive.jp/)
17:05:22	487220/487220	---M--	200	added ('OK')	image/png	etag:%2276f34-62728c69e4623%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/11/Group-8-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/11/Group-8-1024x341.png	(from https://cellinteractive.jp/)
17:05:22	47170/47170	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:22%20GMT	https://cellinteractive.jp/projects/121/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/121/index.html	(from https://cellinteractive.jp/)
17:05:22	46586/46586	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:22%20GMT	https://cellinteractive.jp/projects/123/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/123/index.html	(from https://cellinteractive.jp/)
17:05:22	4776/4776	---MCZ	200	added ('OK')	application/javascript	etag:W/%2212a8-626c284e23b4f%22	https://cellinteractive.jp/_int/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-includes/js/dist/hooks.min4fdd.js	(from https://cellinteractive.jp/)
17:05:23	44471/44471	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:22%20GMT	https://cellinteractive.jp/projects/124/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/124/index.html	(from https://cellinteractive.jp/)
17:05:23	571720/571720	---M--	200	added ('OK')	image/png	etag:%228b948-62e6309346ebf%22	https://cellinteractive.jp/_int/wp-content/uploads/2025/02/thumbnail-1-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2025/02/thumbnail-1-1024x341.png	(from https://cellinteractive.jp/)
17:05:23	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%2223b5-61d67e7705680%22	https://cellinteractive.jp/_int/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-includes/js/dist/i18n.minc33c.js	(from https://cellinteractive.jp/)
17:05:23	649123/649123	---M--	200	added ('OK')	image/png	etag:%229e7a3-62a3c64c2703c%22	https://cellinteractive.jp/_int/wp-content/uploads/2024/12/hiroshige-1024x341.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/uploads/2024/12/hiroshige-1024x341.png	(from https://cellinteractive.jp/)
17:05:23	43584/43584	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:23%20GMT	https://cellinteractive.jp/projects/334/	D:/Figma/copy%20this%20site/cellinteractive.jp/projects/334/index.html	(from https://cellinteractive.jp/)
17:05:23	39824/39824	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:23%20GMT	https://cellinteractive.jp/topics/796/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/796/index.html	(from https://cellinteractive.jp/)
17:05:23	11513/11513	---MCZ	200	added ('OK')	application/javascript	etag:W/%222cf9-61e1e36a689c0%22	https://cellinteractive.jp/_int/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.8	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/plugins/contact-form-7/includes/swv/js/indexe2db.js	(from https://cellinteractive.jp/)
17:05:24	13423/13423	---MCZ	200	added ('OK')	application/javascript	etag:W/%22346f-61e1e36a689c0%22	https://cellinteractive.jp/_int/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.8	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/plugins/contact-form-7/includes/js/indexe2db.js	(from https://cellinteractive.jp/)
17:05:24	40388/40388	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:24%20GMT	https://cellinteractive.jp/topics/789/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/789/index.html	(from https://cellinteractive.jp/)
17:05:24	40442/40442	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Apr%202025%2011:35:24%20GMT	https://cellinteractive.jp/topics/785/	D:/Figma/copy%20this%20site/cellinteractive.jp/topics/785/index.html	(from https://cellinteractive.jp/)
17:05:24	2000/2000	---MCZ	200	added ('OK')	application/javascript	etag:W/%227d0-626adca89ebe5%22	https://cellinteractive.jp/_int/wp-content/plugins/wpcf7-recaptcha/assets/js/wpcf7-recaptcha-controls.js?ver=1.2	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/plugins/wpcf7-recaptcha/assets/js/wpcf7-recaptcha-controls62ea.js	(from https://cellinteractive.jp/)
17:05:25	973/973	---MC-	200	added ('OK')	text/javascript	date:Tue,%2001%20Apr%202025%2011:35:25%20GMT	https://www.google.com/recaptcha/api.js?hl=ja&onload=recaptchaCallback&render=explicit&ver=2.0	D:/Figma/copy%20this%20site/www.google.com/recaptcha/apibc06.js	(from https://cellinteractive.jp/)
17:05:26	6419/6419	---MCZ	200	added ('OK')	application/javascript	etag:W/%221913-62f811be2f7a6%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/js/lib/color-thief.umd.js	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/js/lib/color-thief.umd.js	(from https://cellinteractive.jp/)
17:05:26	1033563/1033563	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fc55b-62f811be180a5%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/js/bundle.js	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/js/bundle.js	(from https://cellinteractive.jp/)
17:05:26	29669/29669	---M--	200	added ('OK')	image/jpeg	etag:%2273e5-626b30637b7e8%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/top_video_poster_img.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/top/top_video_poster_img.jpg	(from https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/css/style.css)
17:05:26	195/195	---M--	200	added ('OK')	image/svg+xml	etag:%22c3-626b30678895d%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/talk-with-us/talk-with-us_checked_img_01.svg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/talk-with-us/talk-with-us_checked_img_01.svg	(from https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/css/style.css)
17:05:26	339/339	---M--	200	added ('OK')	image/svg+xml	etag:%22153-626b3067c32d9%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/talk-with-us/talk-with-us_selectbox_triangle_img.svg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/talk-with-us/talk-with-us_selectbox_triangle_img.svg	(from https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/css/style.css)
17:05:26	250/250	---M--	200	added ('OK')	image/svg+xml	etag:%22fa-626b30678f6bd%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/talk-with-us/talk-with-us_checked_img_02.svg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/talk-with-us/talk-with-us_checked_img_02.svg	(from https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/css/style.css)
17:05:37	98/98	---M--	200	added ('OK')	text/css	etag:%2262-6249649a174ba%22	https://cellinteractive.jp/_int/wp-content/plugins/wp-contact-form-7-spam-blocker/frontend/css/spam-protect-for-contact-form7.css?ver=1.0.0	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/plugins/wp-contact-form-7-spam-blocker/frontend/css/spam-protect-for-contact-form78a54.css	(from https://cellinteractive.jp/)
17:05:38	35526/35526	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Apr%202025%2011:35:27%20GMT	https://cellinteractive.jp/dist/	D:/Figma/copy%20this%20site/cellinteractive.jp/dist/index.html	(from http://typesquare.com/3/tsst/script/ja/typesquare.js?62ac13c95dc848a7bdf5293fac1e02e5&auto_load_font=true)
17:05:38	35526/35526	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Apr%202025%2011:35:27%20GMT	https://cellinteractive.jp/api/	D:/Figma/copy%20this%20site/cellinteractive.jp/api/index.html	(from http://typesquare.com/3/tsst/script/ja/typesquare.js?62ac13c95dc848a7bdf5293fac1e02e5&auto_load_font=true)
17:05:38	316/316	---M--	200	added ('OK')	text/css	etag:%2213c-621c2015c0b04%22	https://cellinteractive.jp/_int/wp-content/plugins/wpcf7-redirect/build/css/wpcf7-redirect-frontend.min.css?ver=1.1	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/plugins/wpcf7-redirect/build/css/wpcf7-redirect-frontend.min4963.css	(from https://cellinteractive.jp/)
17:05:40	701187/701187	---M--	200	added ('OK')	image/jpeg	etag:%22ab303-626b306463e97%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_05.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_05.jpg	(from https://cellinteractive.jp/about-us/)
17:05:40	182112/182112	---M--	200	added ('OK')	video/mp4	etag:%222c760-626b3062bf056%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/video/about-us/new_01.mp4	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/video/about-us/new_01.mp4	(from https://cellinteractive.jp/about-us/)
17:05:40	364747/364747	---M--	200	added ('OK')	video/mp4	etag:%22590cb-626b3062e4213%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/video/about-us/new_02.mp4	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/video/about-us/new_02.mp4	(from https://cellinteractive.jp/about-us/)
17:05:41	76417/76417	---M--	200	added ('OK')	image/png	etag:%2212a81-626b306460fb7%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_icon_progress.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_icon_progress.png	(from https://cellinteractive.jp/about-us/)
17:05:41	965712/965712	---M--	200	added ('OK')	image/jpeg	etag:%22ebc50-626b3064dd00f%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_06.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_top_carousel_img_06.jpg	(from https://cellinteractive.jp/about-us/)
17:05:42	381297/381297	---M--	200	added ('OK')	image/png	etag:%225d171-626b306653054%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_icon_flexible.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_icon_flexible.png	(from https://cellinteractive.jp/about-us/)
17:05:42	52247/52247	---M--	200	added ('OK')	image/png	etag:%22cc17-626b306513b0b%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_icon_fusion.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_icon_fusion.png	(from https://cellinteractive.jp/about-us/)
17:05:42	209799/209799	---M--	200	added ('OK')	image/png	etag:%2233387-626b30656c8e4%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_icon_propagate.png	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_icon_propagate.png	(from https://cellinteractive.jp/about-us/)
17:05:42	102800/102800	---M--	200	added ('OK')	image/jpeg	etag:%2219190-626b3064ca730%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_culture_carousel_img_01.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_culture_carousel_img_01.jpg	(from https://cellinteractive.jp/about-us/)
17:05:42	47160/47160	---M--	200	added ('OK')	image/jpeg	etag:%22b838-626b3064e1e2e%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_culture_carousel_img_02.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_culture_carousel_img_02.jpg	(from https://cellinteractive.jp/about-us/)
17:05:43	51432/51432	---M--	200	added ('OK')	image/jpeg	etag:%22c8e8-626b3064b3032%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_culture_carousel_img_03.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_culture_carousel_img_03.jpg	(from https://cellinteractive.jp/about-us/)
17:05:43	33990/33990	---M--	200	added ('OK')	image/jpeg	etag:%2284c6-626b30643ecda%22	https://cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_culture_carousel_img_04.jpg	D:/Figma/copy%20this%20site/cellinteractive.jp/_int/wp-content/themes/pj-wp_cellinteractive/dist/images/about-us/about-us_culture_carousel_img_04.jpg	(from https://cellinteractive.jp/about-us/)
